,FORMULATING_UNIT,INVESTMENT_EXECUTING_UNIT,UBIGEO,PROVINCE,FUNCTION,TYPE_OF_INVESTMENT,INVESTMENT_NAME,UPDATED_COST,ACCUMULATED_EARNINGS_AS_OF_2021,PIM_2022,AMOUNT_YEAR_2022,AMOUNT_YEAR_2023,AMOUNT_YEAR_2024,AMOUNT_YEAR_2025
135,MUNICIPALIDAD PROVINCIAL DE HUAURA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150800,HUAURA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA I.E. N 654 NIVEL INICIAL E I.E. N 21014 NIVEL PRIMARIA Y SECUNDARIA DEL C.P DON ALBERTO- IRRIGACION SANTA ROSA DEL DISTRITO DE SAYAN,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
136,MUNICIPALIDAD DISTRITAL DE CHANCAY,GERENCIA REGIONAL DE INFRAESTRUCTURA,150600,HUARAL,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO INTEGRAL EN LA INSTITUCION EDUCATIVA 21008 LUIS ALBERTO DE CASAS ARRIZ DE CHANCAY,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
137,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150400,CANTA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO EDUCATIVO EN LA I.E. N° 21004  DISTRITO DE CANTA - PROVINCIA DE CANTA - DEPARTAMENTO DE LIMA,12173598.0,71089.0,0.0,0.0,36800.0,5000000.0,5000000.0
138,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150800,HUAURA,EDUCACION,INVERSIONES IOARR,RENOVACION DE CERCO PERIMETRICO Y LOSA; CONSTRUCCION DE COBERTURA; EN EL(LA) IE 20827 MERCEDES INDACOCHEA LOZANO - HUACHO  DISTRITO DE HUACHO,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
139,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150400,CANTA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS DE EDUCACION SECUNDARIA DE LA I.E.E. AGROPECUARIA INDUSTRIAL N 09-CANTA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
140,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150500,CAÑETE,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO EDUCATIVO DEL NIVEL SECUNDARIO DE LA I.E. NUESTRA SEÑORA DEL CARMEN DEL  DISTRITO DE IMPERIAL - PROVINCIA DE CAÑETE - DEPARTAMENTO DE LIMA,21307198.0,244380.0,97520.0,97520.0,200000.0,5000000.0,5000000.0
141,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150200,BARRANCA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS EDUCATIVOS DEL NIVEL SECUNDARIO DE LA INSTITUCIÓN EDUCATIVA FRANCISCO VIDAL LAOS - DISTRITO DE SUPE -PROVINCIA BARRANCA - REGION LIMA,32726392.0,306807.0,0.0,0.0,1500000.0,5000000.0,5000000.0
142,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO SOCIAL,150800,HUAURA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA I.E. CORONEL PEDRO PORTILLO SILVA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
143,GOBIERNO REGIONAL LIMA,GERENCIA SUB REGIONAL LIMA SUR,150500,CAÑETE,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
144,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150200,BARRANCA,EDUCACION,PROYECTO DE INVERSION,AMPLIACION DE LOS SERVICIOS DE LA ESCUELA TECNICA DE PARAMONGA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
145,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO SOCIAL,150600,HUARAL,EDUCACION,INVERSIONES IOARR,ADQUISICION DE EQUIPAMIENTO DE LABORATORIO; EN EL(LA) INSTITUTO DE EDUCACION SUPERIOR TECNOLOGICO PUBLICO CHANCAY  DISTRITO DE CHANCAY,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
146,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE TRANSPORTE Y COMUNICACIONES,150700,HUAROCHIRI,TRANSPORTE,PROYECTO DE INVERSION,MEJORAMIENTO DE LA CARRETERA ESCOMARCA - PUENTE CANYACA - HUAROCHIRÍ - SANGALLAYA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
147,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE TRANSPORTE Y COMUNICACIONES,150700,HUAROCHIRI,TRANSPORTE,PROYECTO DE INVERSION,REHABILITACION Y MEJORAMIENTO DE LA TROCHA CARROZABLE-EMPALME CARRETERA PENETRACION-22 COCACHACRA-SANTIAGO DE TUNA-TUPICOCHA-SAN DAMIAN-SINACANCHA-LAHUAYTAMBO-EMPALME CARRETERA-115,4545844.0,121445.0,0.0,0.0,4424399.0,0.0,0.0
148,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE TRANSPORTE Y COMUNICACIONES,150600,HUARAL,TRANSPORTE,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL DE LA CARRETERA DEPARTAMENTAL LM 109; TRAMO EMP. PE-20C (PTE. AÑASTAMAYO) - HUAYOPAMPA - LA PERLA - HUANDARO - SUMBILCA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
149,MUNICIPALIDAD DISTRITAL DE VEGUETA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150800,HUAURA,SANEAMIENTO,PROYECTO DE INVERSION,CREACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO RURAL EN EL CENTRO POBLADO GUADALUPE,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
150,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,150000,MULTIPROVINCIAL,TRANSPORTE,PROYECTO DE INVERSION,RECUPERACION DEL SERVICIO DE TRANSITABILIDAD DE LOS CAMINOS VECINALES DE 4 PROVINCIAS DEL DEPARTAMENTO DE LIMA,5183163.0,0.0,2365372.0,871171.0,2311992.0,2000050.0,0.0
151,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150800,HUAURA,TRANSPORTE,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL DEL CIRCUITO BICENTENARIO DE LA INDEPENDENCIA EN 5 DISTRITOS DE LA PROVINCIA DE HUAURA - DEPARTAMENTO DE LIMA,115471572.0,2222324.0,4570819.0,4570819.0,15363145.0,10000000.0,10000000.0
152,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE TRANSPORTE Y COMUNICACIONES,150600,HUARAL,TRANSPORTE,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL DE LA TROCHA CARROZABLE  DEL TRAMO EMP-LM 109 (CAPIA) - MOLINO - RAUMA DEL DISTRITO DE SUMBILCA - PROVINCIA DE HUARAL - DEPARTAMENTO DE LIMA,5928143.0,484281.0,1549474.0,4000000.0,3894388.0,0.0,0.0
153,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150700,HUAROCHIRI,TRANSPORTE,PROYECTO DE INVERSION,MEJORAMIENTO DE LA CARRETERA SANTA EULALIA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
154,MUNICIPALIDAD DISTRITAL DE COCHAMARCA,DIRECCION REGIONAL DE AGRICULTURA,150900,OYON,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DE LA  LAGUNA SIWINCOCHA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
156,MUNICIPALIDAD PROVINCIAL DE CAJATAMBO,DIRECCION REGIONAL DE AGRICULTURA,150300,CAJATAMBO,AGROPECUARIA,PROYECTO DE INVERSION,INSTALACION DEL SISTEMA DE RIEGO TECNIFICADO EN LOS SECTORES DE: ANDAHUAYLAS,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
157,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,150300,CAJATAMBO,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE AGUA PARA RIEGO DE LA LAGUNA CHURA EN LOS ANEXOS AHUAS,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
158,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150600,HUARAL,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DEL SISTEMA DE RIEGO   HUANCHUY,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
159,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,150400,CANTA,AGROPECUARIA,PROYECTO DE INVERSION,CONSTRUCCION DE LA REPRESA DE CHUPACOCHA DEL DISTRITO Y PROVINCIA CANTA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
160,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,150400,CANTA,AGROPECUARIA,PROYECTO DE INVERSION,CONSTRUCCION DE LA REPRESA ACOMACHAY - GURUTU - CC HUACOS,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
161,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,150900,OYON,AGROPECUARIA,PROYECTO DE INVERSION,INSTALACIÓN DEL SERVICIO DE AGUA PARA EL SISTEMA DE RIEGO DE LA LAGUNA MATACOCHA EN LAS COMUNIDADES CAMPESINAS DE PUMAHUAIN,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
162,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,150600,HUARAL,AGROPECUARIA,PROYECTO DE INVERSION,REPRESAMIENTO DE LAS LAGUNAS CALLAUPARAC Y CHUCUNI - YANCAO,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
163,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,150200,BARRANCA,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DE LA INFRAESTRUCTURA DE RIEGO EN EL VALLE MEDIO Y MEDIO ALTO DEL RIO SUPE,2707736.0,691794.0,0.0,600000.0,2015942.0,0.0,0.0
164,MUNICIPALIDAD PROVINCIAL DE CAJATAMBO,DIRECCION REGIONAL DE AGRICULTURA,150300,CAJATAMBO,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DEL CANAL DE RIEGO  JUNTUCANCHA-CUNYA PARA LA LOCALIDAD DE HUANCAPON - DISTRITO DE HUANCAPON - PROVINCIA DE CAJATAMBO - DEPARTAMENTO DE LIMA,4346641.0,1015369.0,2167230.0,1135211.0,0.0,100000.0,2096062.0
165,GOBIERNO REGIONAL LIMA,GERENCIA SUB REGIONAL LIMA SUR,150500,CAÑETE,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE NIVEL INICIAL I.E.I. N° 023 NIÑO JESÚS DE PRAGA CERCADO DE SAN VICENTE - DISTRITO DE SAN VICENTE DE CAÑETE - PROVINCIA DE CAÑETE - REGIÓN LIMA,4513994.0,119900.0,4394094.0,3000000.0,0.0,0.0,0.0
166,MUNICIPALIDAD DISTRITAL DE HUAURA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150400,CANTA,AGROPECUARIA,PROYECTO DE INVERSION,CONSTRUCCION DE LA PRESA RIU RIU,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
167,MUNICIPALIDAD DISTRITAL DE LEONCIO PRADO,DIRECCION REGIONAL DE AGRICULTURA,150300,CAJATAMBO,AGROPECUARIA,PROYECTO DE INVERSION,CREACION DE LA PRESA EN LAS  LAGUNAS URUPUNCHE PARA EL SERVICIO DE RIEGO DE LAS MICROCUENCAS DE  GUERORAGRA Y HUACAR,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
168,MUNICIPALIDAD DISTRITAL DE CALLAHUANCA,DIRECCION REGIONAL DE AGRICULTURA,151000,YAUYOS,AGROPECUARIA,PROYECTO DE INVERSION,CREACION DE LA REPRESA DE COCHATUPE DEL DISTRITO DE SAN JOAQUIN - PROVINCIA DE YAUYOS - DEPARTAMENTO DE LIMA,10931750.0,0.0,10931750.0,1500000.0,0.0,0.0,0.0
169,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150900,OYON,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DEL SISTEMA DE  RIEGO  TOMA YARUYACU- SECTOR GASIL,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
170,MUNICIPALIDAD DISTRITAL DE HUAURA,DIRECCION REGIONAL DE AGRICULTURA,150800,HUAURA,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DE LA INFRAESTRUCTURA DE RIEGO EN EL SECTOR DE HUANCOY ALTO - AMBAR,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
171,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150300,CAJATAMBO,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DEL SISTEMA DE RIEGO  TUPIOC ,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
172,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150700,HUAROCHIRI,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DEL SISTEMA DE RIEGO  CUCULI-LA PERLA-SARITA COLONIA  DISTRITO DE MARIATANA - PROVINCIA DE HUAROCHIRI - DEPARTAMENTO DE LIMA,92128.0,0.0,92129.0,92128.0,0.0,0.0,0.0
173,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150700,HUAROCHIRI,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DEL SISTEMA DE RIEGO  SAN PEDRO DE LA REPRESA PUMASAULI,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
174,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,150400,CANTA,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DE LA REPRESA YANACOCHA - CANTA,3781607.0,680981.0,0.0,0.0,3100627.0,0.0,0.0
175,MUNICIPALIDAD PROVINCIAL DE OYON,DIRECCION REGIONAL DE AGRICULTURA,150900,OYON,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE RIEGO DE CATÁN A PICHUANCAN  EN LA COMUNIDAD CAMPESINA DE SAN PEDRO DE NAVÁN,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
176,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150900,OYON,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DEL SISTEMA DE RIEGO YANARRUMI-JARAPATA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
177,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150600,HUARAL,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DEL SISTEMA DE RIEGO   COCHATAMA - CARANIN,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
178,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150900,OYON,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DEL SISTEMA DE RIEGO LA CHIMBA EN EL SECTOR  LA CHIMBA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
179,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150400,CANTA,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DEL SISTEMA DE RIEGO  MACHURRUMI,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
180,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150700,HUAROCHIRI,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DEL SISTEMA RIEGO COMITE TARA  DISTRITO DE SAN MATEO DE OTAO - PROVINCIA DE HUAROCHIRI - DEPARTAMENTO DE LIMA,95512.0,0.0,95512.0,95512.0,0.0,0.0,0.0
181,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,151000,YAUYOS,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DEL SISTEMA DE RIEGO  SAN ANTONIO DE CCHICHE  DISTRITO DE HUANGASCAR - PROVINCIA DE YAUYOS - DEPARTAMENTO DE LIMA,87012.0,0.0,87012.0,87012.0,0.0,0.0,0.0
182,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150800,HUAURA,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DEL SISTEMA DE RIEGO SAN CRISTOBAL,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
183,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,151000,YAUYOS,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DEL SISTEMA DE RIEGO  CASCA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
184,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,151000,YAUYOS,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DEL SISTEMA DE RIEGO  EL OLIVAR EN EL ANEXO DE SANTA CRUZ  DISTRITO DE TAURIPAMPA - PROVINCIA DE YAUYOS - DEPARTAMENTO DE LIMA,93852.0,0.0,93852.0,93852.0,0.0,0.0,0.0
185,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150600,HUARAL,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DEL SISTEMA DE RIEGO   GASGALLO  DISTRITO DE SANTA CRUZ DE ANDAMARCA - PROVINCIA DE HUARAL - DEPARTAMENTO DE LIMA,100369.0,0.0,100369.0,100369.0,0.0,0.0,0.0
186,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,150600,HUARAL,AGROPECUARIA,PROYECTO DE INVERSION,MEJORAMIENTO DE INFRAESTRUCTURA E IMPLEMENTACION DE RIEGO TECNIFICADO EN EL LUGAR DENOMINADO TRANCA-ROSAS NEICO,1000233.0,135959.0,864274.0,188498.0,0.0,0.0,0.0
187,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150200,BARRANCA,AGROPECUARIA,INVERSIONES IOARR,REPARACION DE CANAL DE RIEGO; EN EL(LA) SECTOR DE  VINTO EN LA LOCALIDAD LAS HUERTAS,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
188,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150800,HUAURA,AGROPECUARIA,INVERSIONES IOARR,REPARACION DE CANAL DE RIEGO; EN EL(LA) SECTOR MICHIPENCA EN LA LOCALIDAD MICHIPENCA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
189,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150600,HUARAL,AGROPECUARIA,INVERSIONES IOARR,REPARACION DE CANAL DE RIEGO; EN EL(LA) SECTOR DE YAURINGA TOMA ALTA COMUNIDAD CAMPESINA IHUARI EN LA LOCALIDAD IHUARI,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
190,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150600,HUARAL,AGROPECUARIA,INVERSIONES IOARR,REPARACION DE CANAL DE RIEGO; EN EL(LA) SECTOR LAS SALINAS BAJO DE LA COMSION DE USUARIOS DE LAS SALINAS EN LA LOCALIDAD LAS SALINAS,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
191,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150800,HUAURA,AGROPECUARIA,INVERSIONES IOARR,REPARACION DE CANAL DE RIEGO; EN EL(LA) SECTOR SANTA ROSA ,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
192,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150500,CAÑETE,AGROPECUARIA,INVERSIONES IOARR,REPARACION DE CANAL DE RIEGO; EN EL(LA) SECTOR SANTA ADELA TERCERA ETAPA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
193,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,151000,YAUYOS,AGROPECUARIA,INVERSIONES IOARR,REPARACION DE CANAL DE RIEGO; EN EL(LA) SECTOR SAN JUAN DE VISCAS EN LA LOCALIDAD SAN JUAN DE VISCAS,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
194,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150900,OYON,AGROPECUARIA,INVERSIONES IOARR,REPARACION DE CANAL DE RIEGO; EN EL(LA) SECTOR MANCA PACCHA MUJUN COCHAMARCA DISTRITO DE COCHAMARCA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
195,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150600,HUARAL,AGROPECUARIA,INVERSIONES IOARR,REPARACION DE CANAL DE RIEGO; EN EL(LA) SECTOR DEL OLIVAR COMISION  DE USUARIOS PALPA EN LA LOCALIDAD EL OLIVAR,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
196,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150800,HUAURA,AGROPECUARIA,INVERSIONES IOARR,REPARACION DE CANAL DE RIEGO; EN EL(LA) SECTOR DE PEDREGAL ,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
197,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150600,HUARAL,AGROPECUARIA,INVERSIONES IOARR,REPARACION DE CANAL DE RIEGO; EN EL(LA) TUNASIRCA PROGRESIVA 0+00 AL 1+107.82 HUAYOPAMPA DISTRITO DE ATAVILLOS BAJO,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
198,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150600,HUARAL,AGROPECUARIA,INVERSIONES IOARR,REPARACION DE CANAL DE RIEGO; EN EL(LA) SECTOR GRANADOS EN LA COMISION DE USUARIOS LA ESPERANZA CENTRO POBLADO GRANADOS DISTRITO DE HUARAL,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
199,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150900,OYON,AGROPECUARIA,INVERSIONES IOARR,REPARACION DE CANAL DE RIEGO; EN EL(LA) SECTOR DE CAYANGURAN,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
200,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,151000,YAUYOS,AGROPECUARIA,INVERSIONES IOARR,REPARACION DE CANAL DE RIEGO; EN EL(LA) SECTOR PUEBLO NUEVO - ICAHUARANGO EN LA LOCALIDAD PUEBLO NUEVO,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
202,MUNICIPALIDAD DISTRITAL DE CHICLA,GERENCIA REGIONAL DE RECURSOS NATURALES Y GESTION DEL MEDIO AMBIENTE,150700,HUAROCHIRI,ORDEN PUBLICO Y SEGURIDAD,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL  DISTRITO DE CHICLA - PROVINCIA DE HUAROCHIRI - DEPARTAMENTO DE LIMA,405909.0,0.0,390710.0,390710.0,809750.0,0.0,0.0
203,MUNICIPALIDAD DISTRITAL DE SAN BARTOLOME,GERENCIA REGIONAL DE RECURSOS NATURALES Y GESTION DEL MEDIO AMBIENTE,150700,HUAROCHIRI,ORDEN PUBLICO Y SEGURIDAD,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN  DISTRITO DE CUENCA - PROVINCIA DE HUAROCHIRI - DEPARTAMENTO DE LIMA,454110.0,0.0,454110.0,454110.0,537467.0,0.0,0.0
